Department,Department Name,Division,Gender,Base Salary,2019 Overtime Pay,Grade
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575,13706.45,15
DOT,Department of Transportation,Highway Services,M,71852,20998.8,16
DOT,Department of Transportation,Transit Nicholson Ride On,M,62198.71,4878.22,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575,13078.54,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575,2980.37,15
DOT,Department of Transportation,Highway Services,M,66170.19,12332.75,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575,1532.47,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,67197.74,48348.01,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,90848,544.64,21
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,68575,14582.43,15
DOT,Department of Transportation,Highway Services,M,63018.07,15300.74,14
DOT,Department of Transportation,Highway Services,M,68575,18955.52,15
DOT,Department of Transportation,Highway Services,M,88767.71,39622.09,21
DOT,Department of Transportation,Highway Services,M,61765.61,14000.59,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575,21726.42,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575,14782.84,15
DOT,Department of Transportation,Highway Services,M,63932.94,15665.07,15
DOT,Department of Transportation,Transit Special Transportation and Medicaid,F,63897.02,0,16
DOT,Department of Transportation,Highway Services,M,71852,25564.04,16
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575,13780.92,15
DOT,Department of Transportation,Transit Silver Spring Ride On,F,73633,1183.12,17
DOT,Department of Transportation,Transit Silver Spring Ride On,M,65339.63,15515.23,15
DOT,Department of Transportation,Traffic Engineering Studies Section,M,76601.75,696.9,18
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,64909.54,7984.47,15
DOT,Department of Transportation,Traffic Engineering Studies Section,M,84434.88,0,16
DOT,Department of Transportation,Parking Management Parking Operations,F,49107.52,0,11
DOT,Department of Transportation,Transit Nicholson Ride On,M,90848,4115.99,21
DOT,Department of Transportation,Highway Services,M,78902,36870.58,18
DOT,Department of Transportation,Highway Services,M,68575,11845.41,15
DOT,Department of Transportation,Highway Services,M,71852,33299.48,16
DOT,Department of Transportation,Transit Nicholson Ride On,M,57205.72,38685.37,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,84762,583.64,19
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,55269.68,33495.92,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,55268.75,12803.1,15
DOT,Department of Transportation,Highway Services,M,78902,19668.58,18
DOT,Department of Transportation,Highway Services,M,65464,12626.39,14
DOT,Department of Transportation,Transit Central Communication,M,70814.05,3741.77,18
DOT,Department of Transportation,Highway Administration,M,59205.07,28158.71,18
DOT,Department of Transportation,Highway Services,M,78902,34098.61,18
DOT,Department of Transportation,Transit Nicholson Ride On,M,55269.68,8699.99,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,60096.81,8042.54,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,57205.72,12317.62,15
DOT,Department of Transportation,Highway Services,M,81225.52,57402.53,21
DOT,Department of Transportation,Highway Services,M,67942.19,33024.93,18
DOT,Department of Transportation,Transportation Technical Center,M,99852,34191.47,23
DOT,Department of Transportation,Parking Management,F,71852,52.2,16
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,65341.12,2837.6,15
DOT,Department of Transportation,Transportation Management,M,116523.82,28689.53,28
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575,28039.95,15
DOT,Department of Transportation,Highway Services,M,71852,27418.8,16
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575,8406.11,15
DOT,Department of Transportation,Highway Services,M,58359.28,13937.22,16
DOT,Department of Transportation,Highway Services,M,53053.88,16945.08,14
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,55269.68,7277.86,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,61278.81,8815.09,15
DOT,Department of Transportation,Transit Central Communication,M,61677.77,5217.05,18
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575,3596.24,15
DOT,Department of Transportation,Director Management Services,F,78902,962.17,18
DOT,Department of Transportation,Transit Silver Spring Ride On,M,46339.78,0,9
DOT,Department of Transportation,Transit Silver Spring Ride On,M,57204.12,8721.39,15
DOT,Department of Transportation,Highway Services,M,68545.98,30010.35,15
DOT,Department of Transportation,Highway Services,M,90848,59044.37,21
DOT,Department of Transportation,Highway Services,M,90848,38754.94,21
DOT,Department of Transportation,Highway Services,M,84543.44,46474.9,21
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575,17211.77,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575,9444.33,15
DOT,Department of Transportation,Transportation Planning and Design Section,M,104680,0,24
DOT,Department of Transportation,Highway Services,M,77166,1929.95,16
DOT,Department of Transportation,Highway Services,M,68575,18355.2,15
DOT,Department of Transportation,Highway Services,M,78902,17823.78,18
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,55269.68,13954.43,15
DOT,Department of Transportation,Transportation Technical Center,M,56000,0,13
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575,18644.1,15
DOT,Department of Transportation,DS MCCF Unit 3 Security,F,97960.84,1535.96,18
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,62198.69,12790.41,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,65341.12,9206.91,15
DOT,Department of Transportation,Highway Services,M,64023,10066.03,14
DOT,Department of Transportation,Highway Services,M,51955,18329.32,9
DOT,Department of Transportation,Transit Nicholson Ride On,M,55269.68,8992.76,15
DOT,Department of Transportation,Highway Services,M,59930.16,19492.2,14
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575,22866.52,15
DOT,Department of Transportation,Transportation Construction Section,M,99852,16332.37,23
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575,12539.16,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,60796.65,11813.54,17
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68520.19,21499.21,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575,26799.92,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,68575,1465.41,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,43258.01,0,9
DOT,Department of Transportation,Highway Services,M,77166,17823.72,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,55269.68,6930.37,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,73914.22,7958.39,17
DOT,Department of Transportation,Transit Silver Spring Ride On,F,68575,25130.12,15
DOT,Department of Transportation,Highway Administration,M,95236,6983.29,22
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,90848,23795.36,21
DOT,Department of Transportation,Transit Nicholson Ride On,M,90848,11535.06,21
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,68575,2133.27,15
DOT,Department of Transportation,Highway Services,M,53398.75,10049.68,14
DOT,Department of Transportation,Highway Services,M,65464,21017.65,14
DOT,Department of Transportation,Highway Services,M,68893,0,16
DOT,Department of Transportation,Highway Services,M,65464,13851.75,14
DOT,Department of Transportation,Transit Silver Spring Ride On,M,57205.72,9635.62,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,72822.57,15341.19,17
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,75290,32447.92,17
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,67197.74,18996.1,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,55946.91,822.07,15
DOT,Department of Transportation,Transit Silver Spring Ride On,F,90848,10440.97,21
DOT,Department of Transportation,Highway Services,M,53053.88,13785.4,14
DOT,Department of Transportation,Highway Services,M,46902.62,14749.24,14
DOT,Department of Transportation,Transit Nicholson Ride On,M,55269.68,6279.64,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,85104.81,22017.05,21
DOT,Department of Transportation,Transit Nicholson Ride On,M,60063.78,2964.17,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,65339.63,14370.39,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,57205.72,3068.11,15
DOT,Department of Transportation,Transit Operations and Planning,M,71852,0,16
DOT,Department of Transportation,Highway Services,M,68575,4566.79,15
FIN,Department of Finance,Grants Accounting,F,97655,0,23
DOT,Department of Transportation,Transit Nicholson Ride On,M,55268.73,26916.89,15
DOT,Department of Transportation,Development Review,F,120649.7,0,M3
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575,23292.95,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575,30585.7,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,55269.68,9840.02,15
DOT,Department of Transportation,Transit COS Taxicab Regulation,M,86669,0,20
DOT,Department of Transportation,Transit Services,F,51367.53,0,13
DOT,Department of Transportation,Transit Silver Spring Ride On,M,66249.52,7721.84,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575,14077.7,15
DOT,Department of Transportation,Transportation Planning and Design Section,F,71852,0,16
DOT,Department of Transportation,Parking Management Engineering and Capital Project Management,M,59660,178.56,12
DOT,Department of Transportation,Highway Services,M,54911.97,9638.61,14
DOT,Department of Transportation,Highway Services,M,78902,14219.3,18
DOT,Department of Transportation,Transit Nicholson Ride On,M,62470.85,22128.16,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,90848,5141.72,21
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,68575,15983.13,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,57204.12,14615.74,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575,17257.93,15
DOT,Department of Transportation,Highway Services,M,55706.59,10936.26,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575,17392.85,15
DOT,Department of Transportation,Parking Management Engineering and Capital Project Management,M,66594.76,2473.35,15
DOT,Department of Transportation,Highway Administration,M,95236,19579.9,22
DOT,Department of Transportation,Highway Services,M,68575,13425.64,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575,5297.19,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,62865.06,14579.13,15
DOT,Department of Transportation,Highway Services,M,68575,22371.78,15
DOT,Department of Transportation,Transportation Planning and Design Section,M,86669,0,20
DOT,Department of Transportation,Transit Nicholson Ride On,M,54053.48,4040.95,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,65341.12,21317.63,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,55269.68,14189.43,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,54053.48,635.46,15
DOT,Department of Transportation,Highway Services,M,71852,16908.22,16
DOT,Department of Transportation,Transportation System Engineering,F,92525.18,5155.13,22
DOT,Department of Transportation,Highway Administration,M,139841.49,0,M3
DOT,Department of Transportation,Traffic Engineering Studies Section,M,99852,3098.71,23
DOT,Department of Transportation,Highway Services,M,65464,15566.93,14
DOT,Department of Transportation,Sign and Marking Shop,M,55706.58,2172,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,57205.72,7684.09,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,55269.68,21864.46,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,55269.68,21477.02,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,55269.68,14387.43,15
DOT,Department of Transportation,Highway Services,M,51955,15161.04,9
DOT,Department of Transportation,Parking Management Administration,F,99852,0,23
DOT,Department of Transportation,Highway Services,M,61769.97,7926.7,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,55269.68,12373.01,15
DOT,Department of Transportation,Parking Management Parking Operations,M,68575,298.9,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,90848,12128.9,21
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,60095.36,13410.25,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575,9449.23,15
DOT,Department of Transportation,Transportation Property Acquisition Section,M,107346,0,25
DOT,Department of Transportation,Transit Silver Spring Ride On,F,75290,2478.79,17
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575,7372.75,15
FIN,Department of Finance,General Accounting,M,95740,0,23
DOT,Department of Transportation,Highway Administration,M,115099,0,26
DOT,Department of Transportation,Highway Services,M,54911.98,2866.02,14
DOT,Department of Transportation,Highway Services,M,65221.2,22410.88,14
DOT,Department of Transportation,Transit Nicholson Ride On,F,65339.63,4669.62,15
DOT,Department of Transportation,Highway Services,M,97649.72,53199.92,24
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575,6050.46,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,90848,14632.7,21
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575,2879.77,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,51593.7,29358.94,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,62199.4,22817.76,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,50458.64,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,65506.11,29521.07,15
DOT,Department of Transportation,Highway Services,F,62488,5817.71,13
DOT,Department of Transportation,Transit Nicholson Ride On,F,55546.9,6700.46,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,68575,3830.8,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,67196.24,8529.84,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575,9503.01,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,57754.34,6117.1,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,67196.24,21057.77,15
DOT,Department of Transportation,Transit Silver Spring Ride On,F,85104.81,3425.06,21
DOT,Department of Transportation,Transit Silver Spring Ride On,M,55269.68,6441.05,15
DOT,Department of Transportation,Highway Services,M,51955,11953.95,9
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,57204.12,7125.95,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,62924.56,375.2,17
DOT,Department of Transportation,Transit Nicholson Ride On,F,65341.12,981.45,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575,9850.45,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575,16437.71,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575,7226.68,15
DOT,Department of Transportation,Commuter Services Trips,M,66308.67,0,13
DOT,Department of Transportation,Transit Nicholson Ride On,F,62926.29,15492.08,17
DOT,Department of Transportation,Highway Services,F,65464,13815.28,14
DOT,Department of Transportation,Transit Silver Spring Ride On,F,62198.69,4913.01,15
DOT,Department of Transportation,Transit Silver Spring Ride On,F,68575,34919.95,15
DOT,Department of Transportation,Transit Nicholson Ride On,F,60063.78,7803,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,67066,5454.31,15
DOT,Department of Transportation,Parking Management Parking Operations,M,59792.1,244.47,15
DOT,Department of Transportation,Highway Services,M,53823.08,37480.31,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,68575,17662.47,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,60796.66,11723.73,17
DOT,Department of Transportation,Highway Services,M,65464,7200.62,14
DOT,Department of Transportation,Transit Silver Spring Ride On,M,65339.63,6602.13,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575,10030.16,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,55269.68,7453.59,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,75290,136.74,17
DOT,Department of Transportation,Transit Nicholson Ride On,M,75290,10382.64,17
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575,14933.62,15
DOT,Department of Transportation,Highway Services,F,59207.79,8617.12,14
DOT,Department of Transportation,Transit Silver Spring Ride On,F,68575,9267.6,15
DOT,Department of Transportation,Traffic Engineering Studies Section,M,128781.73,0,M3
DOT,Department of Transportation,Transit Central Communication,M,109761,0,25
DOT,Department of Transportation,Transit Nicholson Ride On,M,57205.72,5081.86,15
DOT,Department of Transportation,Transportation Technical Center,M,78902,9219.41,18
DOT,Department of Transportation,Parking Management Engineering and Capital Project Management,M,68575,677.13,15
DOT,Department of Transportation,Transit COS Passenger Facilities,M,85399,522.69,18
DOT,Department of Transportation,Transit Safety and Instruction,M,82691,4777.34,19
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,55271.14,5440.03,15
DOT,Department of Transportation,Transit Nicholson Ride On,F,57204.12,13185.65,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575,12701.48,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575,1765.37,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,55269.68,5969.29,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,59207.92,1711.14,15
DOT,Department of Transportation,Transit Silver Spring Ride On,F,68575,12388.53,15
DOT,Department of Transportation,Highway Services,M,56389.36,8762.12,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,43439.52,13381.9,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,57204.12,2985.91,15
DOT,Department of Transportation,Highway Services,M,63929.54,3877.75,15
DOT,Department of Transportation,Transit Operations and Planning,F,109761,0,25
DOT,Department of Transportation,Council Members and Staff,M,88701.63,0,26
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,68575,4399.37,15
DOT,Department of Transportation,Transportation Technical Center,M,86669,18806.38,20
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575,8270.41,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575,3191.44,15
DOT,Department of Transportation,Highway Services,M,78902,27388.39,18
DOT,Department of Transportation,Transportation Construction Section,M,128638.9,0,M3
DOT,Department of Transportation,Transit Silver Spring Ride On,F,67066,9957.4,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,55546.9,16722.7,15
DOT,Department of Transportation,Transit Silver Spring Ride On,F,55269.68,4133.34,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575,19645.75,15
DOT,Department of Transportation,Highway Services,M,71852,19052.2,16
DOT,Department of Transportation,Transit Central Communication,M,78902,1702.96,18
DOT,Department of Transportation,Traffic Engineering and Operations,F,62488,0,13
DOT,Department of Transportation,Transit Silver Spring Ride On,M,71875.24,2130.63,15
DOT,Department of Transportation,Highway Services,M,64890.13,21536.85,15
DOT,Department of Transportation,Highway Services,M,68575,25066.17,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,55268.74,19868.78,15
DOT,Department of Transportation,Parking Management Engineering and Capital Project Management,M,63540.85,9340.23,15
DOT,Department of Transportation,Traffic Engineering Design and Operations,M,107042.38,11637.86,25
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575,12180.25,15
DOT,Department of Transportation,Highway Services,M,65464,24967.33,14
DOT,Department of Transportation,Transportation Technical Center,M,78902,13535.48,18
DOT,Department of Transportation,Transit COS Taxicab Regulation,M,82996.84,0,20
DOT,Department of Transportation,Highway Services,M,58824.41,15949.2,14
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,67196.24,6682.35,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,60096.82,4271.53,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,67066,2414.26,15
DOT,Department of Transportation,Parking Management Engineering and Capital Project Management,M,59660,1165.19,12
DOT,Department of Transportation,Director Management Services,F,138790,0,25
DOT,Department of Transportation,Transit Silver Spring Ride On,M,61280.07,13008.84,15
DOT,Department of Transportation,Highway Services,M,65464,18594.74,14
DOT,Department of Transportation,Transit Operations and Planning,F,90848,0,21
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575,34704.86,15
DOT,Department of Transportation,Highway Services,M,60300.47,8568.69,14
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575,31127.23,15
DOT,Department of Transportation,Sign and Marking Shop,M,51493.03,4545.63,12
DOT,Department of Transportation,Transit Nicholson Ride On,M,55546.9,1895.71,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,62470.85,14739.91,15
DOT,Department of Transportation,Highway Services,M,59675.73,7139.93,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,65339.63,10929.09,15
DOT,Department of Transportation,Highway Services,M,65464,14205.15,14
DOT,Department of Transportation,Highway Services,M,65464,11609.04,14
DOT,Department of Transportation,Traffic Engineering Design and Operations,M,66700.39,21792.8,23
DOT,Department of Transportation,Transportation Construction Section,M,99852,12536.13,23
DOT,Department of Transportation,Commuter Services,M,90848,0,21
DOT,Department of Transportation,Transit Nicholson Ride On,M,64978.47,638.71,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,75290,16654.69,17
DOT,Department of Transportation,Highway Services,M,57657.57,15520.35,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575,13685.59,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,98352.31,0,M3
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,55268.74,834.28,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,68575,17003.13,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575,7044.11,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,62198.69,13498.63,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,68575,454.7,15
DOT,Department of Transportation,Traffic Engineering Studies Section,M,109761,0,25
DOT,Department of Transportation,Highway Services,F,63423.58,20862.65,14
DOT,Department of Transportation,Transit Silver Spring Ride On,M,57204.12,40670.65,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,61280.07,23861.82,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,55546.9,7247.12,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575,21475.53,15
DOT,Department of Transportation,Highway Services,M,65464,19824.25,14
DOT,Department of Transportation,Transit Nicholson Ride On,M,67196.24,48053.57,15
DOT,Department of Transportation,Parking Management Engineering and Capital Project Management,M,57657.6,2927.26,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,101767.35,0,19
DOT,Department of Transportation,Transit Silver Spring Ride On,M,57205.72,724.44,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,55269.68,12194.94,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,68575,19331.11,15
DOT,Department of Transportation,Transit Nicholson Ride On,F,57204.12,10932.38,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,55269.68,24243.69,15
DOT,Department of Transportation,Transit Silver Spring Ride On,F,60096.82,4254.95,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,61915.06,13320.38,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,55269.68,24005.34,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,90848,9498.42,21
DOT,Department of Transportation,Transit Central Communication,M,69411.86,4668.72,18
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575,21245.66,15
DOT,Department of Transportation,Transit Central Communication,F,78902,3916.67,18
DOT,Department of Transportation,Transit Nicholson Ride On,M,75290,14352.11,17
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,62198.69,7917.95,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,55269.68,2783.49,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,54053.48,8218.17,15
DOT,Department of Transportation,Highway Services,M,68482.25,22210.64,15
DOT,Department of Transportation,Highway Administration,M,92935.74,27871.33,22
DOT,Department of Transportation,Parking Management Parking Operations,M,52568.82,222.47,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,57204.12,4217.03,15
DOT,Department of Transportation,Transit Silver Spring Ride On,F,57754.34,49737.87,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,55269.68,7912.54,15
DOT,Department of Transportation,Transit Nicholson Ride On,F,55269.68,7340.94,15
DOT,Department of Transportation,Highway Services,M,54912.08,26265.77,14
DOT,Department of Transportation,Highway Services,M,60885.27,11694.61,14
DOT,Department of Transportation,Transit Nicholson Ride On,M,65339.63,15187.97,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,55269.68,3420.83,15
DOT,Department of Transportation,Commuter Services,F,90848,0,21
DOT,Department of Transportation,Transit Nicholson Ride On,F,62198.69,8527.08,15
DOT,Department of Transportation,Highway Services,M,54912.08,12944.56,14
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575,21689.58,15
DOT,Department of Transportation,Transit Nicholson Ride On,F,66249.52,788.61,15
DOT,Department of Transportation,Transit Nicholson Ride On,F,57205.72,7145.06,15
DOT,Department of Transportation,Transit Central Communication,M,78902,5619.88,18
DOT,Department of Transportation,Transit Nicholson Ride On,M,68575,25075.12,15
DOT,Department of Transportation,Transit Special Transportation and Medicaid,M,132599.71,0,M3
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,75290,5868.8,17
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,75290,957.18,17
DOT,Department of Transportation,Highway Services,M,68575,12956.13,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575,22984.31,15
DOT,Department of Transportation,Transit Silver Spring Ride On,F,68575,4921.23,15
DOT,Department of Transportation,Transit Management Services,F,99852,0,23
DOT,Department of Transportation,Transit Silver Spring Ride On,F,88849,5824.85,19
DOT,Department of Transportation,Transit Silver Spring Ride On,M,62197.98,6102.86,15
DOT,Department of Transportation,Highway Services,M,53822.69,13238.01,15
DOT,Department of Transportation,Highway Services,M,97647.97,69065.16,24
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575,14688.82,15
DOT,Department of Transportation,Parking Management Parking Operations,M,62488,0,13
DOT,Department of Transportation,Transit Silver Spring Ride On,F,67230.4,9770.54,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575,21381.39,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,55269.68,3519.14,15
DOT,Department of Transportation,Highway Services,M,65464,17810.08,14
DOT,Department of Transportation,Parking Management Parking Operations,M,75838.24,320.94,18
DOT,Department of Transportation,Transit Silver Spring Ride On,M,60096.82,13592.75,15
DOT,Department of Transportation,Highway Services,M,54912.08,15456.29,14
DOT,Department of Transportation,Transit Nicholson Ride On,M,62198.71,18771.93,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575,7117.92,15
DOT,Department of Transportation,Highway Services,M,79429.98,45032.87,24
DOT,Department of Transportation,Transit Nicholson Ride On,F,90848,3361.79,21
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575,20607.93,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,55269.68,4046.8,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,67197.74,1115.11,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575,20653.39,15
DOT,Department of Transportation,Highway Services,M,53053.88,12845.04,14
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575,19800.79,15
DOT,Department of Transportation,Transit Safety and Instruction,F,80871,1600.3,18
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575,16500.22,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575,6604.47,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,65341.12,10284.3,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,60096.81,6500.61,15
DOT,Department of Transportation,Transit Silver Spring Ride On,F,60096.82,4497.5,15
DOT,Department of Transportation,Highway Services,M,104680,30876.35,24
DOT,Department of Transportation,Highway Services,M,56835.18,19220.49,14
DOT,Department of Transportation,Transit Silver Spring Ride On,M,62198.71,8601.61,15
DOT,Department of Transportation,Transit Silver Spring Ride On,F,66106.49,13090.81,17
DOT,Department of Transportation,Transit Silver Spring Ride On,F,60096.82,17685.21,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,55269.68,13125.88,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,67066,309.55,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,62470.85,5671.42,15
DOT,Department of Transportation,Transit COS Taxicab Regulation,M,109761,0,25
DOT,Department of Transportation,Highway Services,M,68482.84,16555.17,15
